time,"V(B1|XDUT)","V(B2|XDUT)","V(B1|XLOAD)","V(B2|XLOAD)","P(B1|XDUT)","P(B2|XDUT)","P(B1|XLOAD)","P(B2|XLOAD)"
3.000000e-13,6.790795e-06,7.456764e-06,7.418805e-06,6.619433e-06,2.143978e-03,2.351141e-03,2.339422e-03,2.094530e-03
3.250000e-13,7.894676e-06,8.675463e-06,8.630919e-06,7.688730e-06,2.703124e-03,2.965413e-03,2.950551e-03,2.639274e-03
3.500000e-13,9.063521e-06,9.968465e-06,9.916813e-06,8.818972e-06,3.348503e-03,3.674996e-03,3.656470e-03,3.267468e-03
3.750000e-13,1.029222e-05,1.133072e-05,1.127144e-05,1.000485e-05,4.084851e-03,4.485337e-03,4.462587e-03,3.983534e-03
4.000000e-13,1.157543e-05,1.275692e-05,1.268949e-05,1.124084e-05,4.916506e-03,5.401489e-03,5.373917e-03,4.791485e-03
4.250000e-13,1.290759e-05,1.424153e-05,1.416543e-05,1.252117e-05,5.847394e-03,6.428096e-03,6.395063e-03,5.694902e-03
4.500000e-13,1.428296e-05,1.577883e-05,1.569354e-05,1.383994e-05,6.881011e-03,7.569374e-03,7.530201e-03,6.696927e-03
4.750000e-13,1.569566e-05,1.736290e-05,1.726791e-05,1.519108e-05,8.020413e-03,8.829097e-03,8.783066e-03,7.800245e-03
5.000000e-13,1.713968e-05,1.898770e-05,1.888248e-05,1.656842e-05,9.268206e-03,1.021058e-02,1.015694e-02,9.007080e-03
5.250000e-13,1.860894e-05,2.064704e-05,2.053107e-05,1.796571e-05,1.062654e-02,1.171669e-02,1.165464e-02,1.031918e-02
5.500000e-13,2.009729e-05,2.233466e-05,2.220741e-05,1.937667e-05,1.209708e-02,1.334981e-02,1.327850e-02,1.173783e-02
5.750000e-13,2.159857e-05,2.404421e-05,2.390517e-05,2.079501e-05,1.368107e-02,1.511183e-02,1.503040e-02,1.326382e-02
6.000000e-13,2.310662e-05,2.576933e-05,2.561796e-05,2.221447e-05,1.537923e-02,1.700419e-02,1.691172e-02,1.489747e-02
6.250000e-13,2.461532e-05,2.750361e-05,2.733938e-05,2.362883e-05,1.719186e-02,1.902782e-02,1.892335e-02,1.663864e-02
6.500000e-13,2.611863e-05,2.924069e-05,2.906305e-05,2.503197e-05,1.911878e-02,2.118318e-02,2.106572e-02,1.848670e-02
6.750000e-13,2.761059e-05,3.097423e-05,3.078264e-05,2.641790e-05,2.115935e-02,2.347023e-02,2.333874e-02,2.044058e-02
7.000000e-13,2.908538e-05,3.269795e-05,3.249187e-05,2.778077e-05,2.331249e-02,2.588848e-02,2.574187e-02,2.249876e-02
7.250000e-13,3.053733e-05,3.440569e-05,3.418455e-05,2.911492e-05,2.557668e-02,2.843695e-02,2.827410e-02,2.465926e-02
7.500000e-13,3.196095e-05,3.609137e-05,3.585461e-05,3.041487e-05,2.794998e-02,3.111419e-02,3.093394e-02,2.691971e-02
7.750000e-13,3.335096e-05,3.774909e-05,3.749613e-05,3.167541e-05,3.043005e-02,3.391830e-02,3.371944e-02,2.927730e-02
8.000000e-13,3.470228e-05,3.937307e-05,3.910334e-05,3.289155e-05,3.301414e-02,3.684694e-02,3.662822e-02,3.172887e-02
8.250000e-13,3.601012e-05,4.095776e-05,4.067066e-05,3.405862e-05,3.569914e-02,3.989735e-02,3.965746e-02,3.427087e-02
8.500000e-13,3.726994e-05,4.249780e-05,4.219274e-05,3.517223e-05,3.848158e-02,4.306634e-02,4.280395e-02,3.689940e-02
8.750000e-13,3.847749e-05,4.398804e-05,4.366442e-05,3.622830e-05,4.135764e-02,4.635032e-02,4.606404e-02,3.961026e-02
9.000000e-13,3.962882e-05,4.542361e-05,4.508082e-05,3.722310e-05,4.432322e-02,4.974533e-02,4.943373e-02,4.239894e-02
9.250000e-13,4.072031e-05,4.679988e-05,4.643730e-05,3.815328e-05,4.737391e-02,5.324706e-02,5.290865e-02,4.526067e-02
9.500000e-13,4.174867e-05,4.811252e-05,4.772954e-05,3.901580e-05,5.050506e-02,5.685082e-02,5.648409e-02,4.819043e-02
9.750000e-13,4.271096e-05,4.935750e-05,4.895348e-05,3.980805e-05,5.371175e-02,6.055165e-02,6.015502e-02,5.118298e-02
1.000000e-12,4.360460e-05,5.053107e-05,5.010541e-05,4.052779e-05,5.698889e-02,6.434427e-02,6.391611e-02,5.423292e-02
1.025000e-12,4.442735e-05,5.162985e-05,5.118190e-05,4.117316e-05,6.033117e-02,6.822313e-02,6.776177e-02,5.733466e-02
1.050000e-12,4.517737e-05,5.265077e-05,5.217991e-05,4.174272e-05,6.373314e-02,7.218243e-02,7.168617e-02,6.048253e-02
1.075000e-12,4.585318e-05,5.359110e-05,5.309671e-05,4.223543e-05,6.718924e-02,7.621618e-02,7.568324e-02,6.367071e-02
1.100000e-12,4.645365e-05,5.444848e-05,5.392993e-05,4.265062e-05,7.069379e-02,8.031815e-02,7.974673e-02,6.689336e-02
1.125000e-12,4.697806e-05,5.522090e-05,5.467759e-05,4.298807e-05,7.424105e-02,8.448199e-02,8.387022e-02,7.014459e-02
1.150000e-12,4.742605e-05,5.590672e-05,5.533804e-05,4.324793e-05,7.782523e-02,8.870117e-02,8.804716e-02,7.341851e-02
1.175000e-12,4.779762e-05,5.650466e-05,5.591002e-05,4.343073e-05,8.144054e-02,9.296909e-02,9.227088e-02,7.670924e-02
1.200000e-12,4.809313e-05,5.701382e-05,5.639266e-05,4.353740e-05,8.508118e-02,9.727904e-02,9.653464e-02,8.001098e-02
1.225000e-12,4.831332e-05,5.743366e-05,5.678543e-05,4.356924e-05,8.874143e-02,1.016243e-01,1.008316e-01,8.331801e-02
1.250000e-12,4.845924e-05,5.776403e-05,5.708819e-05,4.352791e-05,9.241559e-02,1.059980e-01,1.051550e-01,8.662470e-02
1.275000e-12,4.853231e-05,5.800512e-05,5.730117e-05,4.341540e-05,9.609810e-02,1.103934e-01,1.094980e-01,8.992559e-02
1.300000e-12,4.853425e-05,5.815749e-05,5.742496e-05,4.323407e-05,9.978349e-02,1.148037e-01,1.138538e-01,9.321535e-02
1.325000e-12,4.846708e-05,5.822206e-05,5.746051e-05,4.298656e-05,1.034664e-01,1.192224e-01,1.182157e-01,9.648888e-02
1.350000e-12,4.833315e-05,5.820011e-05,5.740914e-05,4.267583e-05,1.071418e-01,1.236426e-01,1.225770e-01,9.974125e-02
1.375000e-12,4.813506e-05,5.809322e-05,5.727248e-05,4.230509e-05,1.108046e-01,1.280580e-01,1.269311e-01,1.029678e-01
1.400000e-12,4.787567e-05,5.790335e-05,5.705252e-05,4.187785e-05,1.144500e-01,1.324622e-01,1.312718e-01,1.061641e-01
1.425000e-12,4.755809e-05,5.763274e-05,5.675157e-05,4.139781e-05,1.180736e-01,1.368489e-01,1.355927e-01,1.093260e-01
1.450000e-12,4.718566e-05,5.728395e-05,5.637224e-05,4.086890e-05,1.216711e-01,1.412121e-01,1.398878e-01,1.124497e-01
1.475000e-12,4.676190e-05,5.685983e-05,5.591744e-05,4.029526e-05,1.252384e-01,1.455460e-01,1.441513e-01,1.155315e-01
1.500000e-12,4.629052e-05,5.636351e-05,5.539036e-05,3.968117e-05,1.287717e-01,1.498450e-01,1.483776e-01,1.185684e-01
1.525000e-12,4.577541e-05,5.579839e-05,5.479445e-05,3.903105e-05,1.322677e-01,1.541038e-01,1.525612e-01,1.215573e-01
1.550000e-12,4.522057e-05,5.516808e-05,5.413343e-05,3.834945e-05,1.357230e-01,1.583172e-01,1.566972e-01,1.244957e-01
1.575000e-12,4.463012e-05,5.447646e-05,5.341123e-05,3.764099e-05,1.391350e-01,1.624805e-01,1.607808e-01,1.273814e-01
1.600000e-12,4.400830e-05,5.372760e-05,5.263200e-05,3.691037e-05,1.425010e-01,1.665891e-01,1.648074e-01,1.302125e-01
1.625000e-12,4.335938e-05,5.292574e-05,5.180008e-05,3.616232e-05,1.458188e-01,1.706390e-01,1.687728e-01,1.329875e-01
1.650000e-12,4.268772e-05,5.207532e-05,5.091998e-05,3.540158e-05,1.490866e-01,1.746261e-01,1.726733e-01,1.357054e-01
1.675000e-12,4.199767e-05,5.118092e-05,4.999636e-05,3.463290e-05,1.523027e-01,1.785471e-01,1.765054e-01,1.383652e-01
1.700000e-12,4.129361e-05,5.024724e-05,4.903404e-05,3.386096e-05,1.554659e-01,1.823987e-01,1.802660e-01,1.409666e-01
1.725000e-12,4.057988e-05,4.927910e-05,4.803791e-05,3.309040e-05,1.585754e-01,1.861782e-01,1.839523e-01,1.435095e-01
1.750000e-12,3.986080e-05,4.828141e-05,4.701298e-05,3.232578e-05,1.616305e-01,1.898831e-01,1.875619e-01,1.459942e-01
1.775000e-12,3.914064e-05,4.725913e-05,4.596431e-05,3.157154e-05,1.646311e-01,1.935114e-01,1.910928e-01,1.484213e-01
1.800000e-12,3.842356e-05,4.621728e-05,4.489702e-05,3.083200e-05,1.675771e-01,1.970613e-01,1.945435e-01,1.507917e-01
1.825000e-12,3.771363e-05,4.516089e-05,4.381624e-05,3.011133e-05,1.704690e-01,2.005317e-01,1.979126e-01,1.531068e-01
1.850000e-12,3.701484e-05,4.409502e-05,4.272712e-05,2.941354e-05,1.733075e-01,2.039216e-01,2.011995e-01,1.553680e-01
1.875000e-12,3.633099e-05,4.302469e-05,4.163477e-05,2.874244e-05,1.760935e-01,2.072304e-01,2.044036e-01,1.575773e-01
1.900000e-12,3.566578e-05,4.195488e-05,4.054429e-05,2.810163e-05,1.788284e-01,2.104580e-01,2.075249e-01,1.597369e-01
1.925000e-12,3.502271e-05,4.089053e-05,3.946069e-05,2.749453e-05,1.815137e-01,2.136047e-01,2.105637e-01,1.618492e-01
1.950000e-12,3.440511e-05,3.983648e-05,3.838893e-05,2.692428e-05,1.841511e-01,2.166710e-01,2.135207e-01,1.639168e-01
1.975000e-12,3.381613e-05,3.879749e-05,3.733384e-05,2.639379e-05,1.867428e-01,2.196579e-01,2.163971e-01,1.659426e-01
2.000000e-12,3.325871e-05,3.777821e-05,3.630015e-05,2.590574e-05,1.892910e-01,2.225667e-01,2.191942e-01,1.679298e-01
2.025000e-12,3.273557e-05,3.678313e-05,3.529245e-05,2.546250e-05,1.917982e-01,2.253991e-01,2.219138e-01,1.698817e-01
2.050000e-12,3.224919e-05,3.581661e-05,3.431518e-05,2.506620e-05,1.942671e-01,2.281570e-01,2.245582e-01,1.718017e-01
2.075000e-12,3.180186e-05,3.488285e-05,3.337260e-05,2.471865e-05,1.967006e-01,2.308429e-01,2.271297e-01,1.736935e-01
2.100000e-12,3.139559e-05,3.398584e-05,3.246879e-05,2.442142e-05,1.991017e-01,2.334593e-01,2.296312e-01,1.755609e-01
2.125000e-12,3.103217e-05,3.312941e-05,3.160761e-05,2.417574e-05,2.014736e-01,2.360092e-01,2.320657e-01,1.774077e-01
2.150000e-12,3.071314e-05,3.231715e-05,3.079272e-05,2.398259e-05,2.038196e-01,2.384958e-01,2.344366e-01,1.792378e-01
2.175000e-12,3.043977e-05,3.155244e-05,3.002754e-05,2.384263e-05,2.061431e-01,2.409225e-01,2.367475e-01,1.810553e-01
2.200000e-12,3.021309e-05,3.083843e-05,2.931527e-05,2.375624e-05,2.084477e-01,2.432931e-01,2.390025e-01,1.828642e-01
2.225000e-12,3.003389e-05,3.017800e-05,2.865882e-05,2.372350e-05,2.107369e-01,2.456116e-01,2.412054e-01,1.846685e-01
2.250000e-12,2.990269e-05,2.957382e-05,2.806087e-05,2.374423e-05,2.130143e-01,2.478822e-01,2.433608e-01,1.864725e-01
2.275000e-12,2.981978e-05,2.902825e-05,2.752380e-05,2.381795e-05,2.152836e-01,2.501090e-01,2.454732e-01,1.882800e-01
2.300000e-12,2.978517e-05,2.854341e-05,2.704973e-05,2.394391e-05,2.175484e-01,2.522968e-01,2.475471e-01,1.900950e-01
2.325000e-12,2.979868e-05,2.812114e-05,2.664049e-05,2.412112e-05,2.198124e-01,2.544502e-01,2.495876e-01,1.919216e-01
2.350000e-12,2.985984e-05,2.776298e-05,2.629761e-05,2.434830e-05,2.220792e-01,2.565740e-01,2.515995e-01,1.937635e-01
2.375000e-12,2.996801e-05,2.747022e-05,2.602233e-05,2.462395e-05,2.243525e-01,2.586731e-01,2.535880e-01,1.956245e-01
2.400000e-12,3.012228e-05,2.724382e-05,2.581561e-05,2.494635e-05,2.266357e-01,2.607525e-01,2.555582e-01,1.975082e-01
2.425000e-12,3.032155e-05,2.708449e-05,2.567807e-05,2.531355e-05,2.289323e-01,2.628172e-01,2.575153e-01,1.994180e-01
2.450000e-12,3.056453e-05,2.699263e-05,2.561008e-05,2.572339e-05,2.312457e-01,2.648724e-01,2.594646e-01,2.013573e-01
2.475000e-12,3.084973e-05,2.696837e-05,2.561166e-05,2.617353e-05,2.335791e-01,2.669232e-01,2.614114e-01,2.033292e-01
2.500000e-12,3.117546e-05,2.701153e-05,2.568258e-05,2.666148e-05,2.359357e-01,2.689748e-01,2.633610e-01,2.053367e-01
2.525000e-12,3.153991e-05,2.712167e-05,2.582229e-05,2.718455e-05,2.383185e-01,2.710321e-01,2.653185e-01,2.073826e-01
2.550000e-12,3.194106e-05,2.729807e-05,2.602996e-05,2.773994e-05,2.407304e-01,2.731003e-01,2.672893e-01,2.094693e-01
2.575000e-12,3.237680e-05,2.753972e-05,2.630448e-05,2.832474e-05,2.431739e-01,2.751844e-01,2.692783e-01,2.115993e-01
2.600000e-12,3.284487e-05,2.784538e-05,2.664447e-05,2.893590e-05,2.456518e-01,2.772893e-01,2.712907e-01,2.137747e-01
2.625000e-12,3.334287e-05,2.821352e-05,2.704826e-05,2.957032e-05,2.481663e-01,2.794197e-01,2.733312e-01,2.159974e-01
2.650000e-12,3.386836e-05,2.864238e-05,2.751396e-05,3.022481e-05,2.507197e-01,2.815803e-01,2.754048e-01,2.182689e-01
2.675000e-12,3.441876e-05,2.912996e-05,2.803940e-05,3.089615e-05,2.533138e-01,2.837757e-01,2.775159e-01,2.205907e-01
2.700000e-12,3.499144e-05,2.967402e-05,2.862219e-05,3.158107e-05,2.559506e-01,2.860103e-01,2.796692e-01,2.229640e-01
2.725000e-12,3.558373e-05,3.027212e-05,2.925971e-05,3.227630e-05,2.586315e-01,2.882882e-01,2.818687e-01,2.253896e-01
2.750000e-12,3.619291e-05,3.092162e-05,2.994914e-05,3.297857e-05,2.613581e-01,2.906135e-01,2.841185e-01,2.278683e-01
2.775000e-12,3.681620e-05,3.161967e-05,3.068745e-05,3.368463e-05,2.641314e-01,2.929898e-01,2.864226e-01,2.304004e-01
2.800000e-12,3.745087e-05,3.236325e-05,3.147143e-05,3.439128e-05,2.669524e-01,2.954209e-01,2.887844e-01,2.329861e-01
2.825000e-12,3.809414e-05,3.314919e-05,3.229770e-05,3.509537e-05,2.698219e-01,2.979100e-01,2.912073e-01,2.356253e-01
2.850000e-12,3.874326e-05,3.397415e-05,3.316275e-05,3.579381e-05,2.727405e-01,3.004602e-01,2.936943e-01,2.383177e-01
2.875000e-12,3.939553e-05,3.483468e-05,3.406291e-05,3.648363e-05,2.757084e-01,3.030744e-01,2.962484e-01,2.410628e-01
2.900000e-12,4.004827e-05,3.572720e-05,3.499440e-05,3.716192e-05,2.787259e-01,3.057551e-01,2.988719e-01,2.438597e-01
2.925000e-12,4.069887e-05,3.664804e-05,3.595334e-05,3.782592e-05,2.817928e-01,3.085046e-01,3.015672e-01,2.467077e-01
2.950000e-12,4.134476e-05,3.759344e-05,3.693577e-05,3.847298e-05,2.849088e-01,3.113249e-01,3.043361e-01,2.496053e-01
2.975000e-12,4.198348e-05,3.855956e-05,3.793766e-05,3.910060e-05,2.880737e-01,3.142178e-01,3.071803e-01,2.525514e-01
3.000000e-12,4.261264e-05,3.954255e-05,3.895494e-05,3.970642e-05,2.912866e-01,3.171846e-01,3.101012e-01,2.555442e-01
3.025000e-12,4.322995e-05,4.053848e-05,3.998349e-05,4.028824e-05,2.945469e-01,3.202265e-01,3.130997e-01,2.585821e-01
3.050000e-12,4.383325e-05,4.154343e-05,4.101920e-05,4.084405e-05,2.978534e-01,3.233443e-01,3.161765e-01,2.616632e-01
3.075000e-12,4.442045e-05,4.255348e-05,4.205796e-05,4.137200e-05,3.012052e-01,3.265386e-01,3.193320e-01,2.647854e-01
3.100000e-12,4.498964e-05,4.356473e-05,4.309568e-05,4.187042e-05,3.046008e-01,3.298096e-01,3.225663e-01,2.679465e-01
3.125000e-12,4.553900e-05,4.457329e-05,4.412832e-05,4.233784e-05,3.080389e-01,3.331572e-01,3.258791e-01,2.711443e-01
3.150000e-12,4.606686e-05,4.557536e-05,4.515189e-05,4.277299e-05,3.115178e-01,3.365811e-01,3.292700e-01,2.743763e-01
3.175000e-12,4.657169e-05,4.656717e-05,4.616249e-05,4.317477e-05,3.150360e-01,3.400807e-01,3.327381e-01,2.776402e-01
3.200000e-12,4.705212e-05,4.754504e-05,4.715628e-05,4.354230e-05,3.185915e-01,3.436550e-01,3.362822e-01,2.809332e-01
3.225000e-12,4.750692e-05,4.850541e-05,4.812957e-05,4.387489e-05,3.221825e-01,3.473028e-01,3.399009e-01,2.842528e-01
3.250000e-12,4.793500e-05,4.944480e-05,4.907876e-05,4.417206e-05,3.258071e-01,3.510228e-01,3.435927e-01,2.875963e-01
3.275000e-12,4.833544e-05,5.035986e-05,5.000040e-05,4.443352e-05,3.294631e-01,3.548131e-01,3.473554e-01,2.909610e-01
3.300000e-12,4.870747e-05,5.124740e-05,5.089119e-05,4.465917e-05,3.331484e-01,3.586718e-01,3.511868e-01,2.943442e-01
3.325000e-12,4.905049e-05,5.210435e-05,5.174801e-05,4.484911e-05,3.368609e-01,3.625967e-01,3.550846e-01,2.977432e-01
3.350000e-12,4.936403e-05,5.292782e-05,5.256788e-05,4.500362e-05,3.405983e-01,3.665854e-01,3.590461e-01,3.011553e-01
3.375000e-12,4.964779e-05,5.371507e-05,5.334805e-05,4.512317e-05,3.443583e-01,3.706352e-01,3.630682e-01,3.045778e-01
3.400000e-12,4.990161e-05,5.446358e-05,5.408592e-05,4.520840e-05,3.481388e-01,3.747433e-01,3.671479e-01,3.080081e-01
3.425000e-12,5.012549e-05,5.517098e-05,5.477915e-05,4.526011e-05,3.519375e-01,3.789067e-01,3.712820e-01,3.114436e-01
3.450000e-12,5.031957e-05,5.583513e-05,5.542557e-05,4.527928e-05,3.557520e-01,3.831221e-01,3.754669e-01,3.148818e-01
3.475000e-12,5.048412e-05,5.645406e-05,5.602327e-05,4.526703e-05,3.595801e-01,3.873862e-01,3.796990e-01,3.183203e-01
3.500000e-12,5.061956e-05,5.702605e-05,5.657053e-05,4.522461e-05,3.634196e-01,3.916955e-01,3.839746e-01,3.217567e-01
3.525000e-12,5.072643e-05,5.754956e-05,5.706589e-05,4.515342e-05,3.672684e-01,3.960463e-01,3.882897e-01,3.251889e-01
3.550000e-12,5.080540e-05,5.802331e-05,5.750814e-05,4.505499e-05,3.711242e-01,4.004351e-01,3.926404e-01,3.286146e-01
3.575000e-12,5.085724e-05,5.844621e-05,5.789627e-05,4.493093e-05,3.749850e-01,4.048578e-01,3.970226e-01,3.320319e-01
3.600000e-12,5.088287e-05,5.881741e-05,5.822955e-05,4.478297e-05,3.788487e-01,4.093107e-01,4.014323e-01,3.354390e-01
3.625000e-12,5.088326e-05,5.913628e-05,5.850747e-05,4.461293e-05,3.827135e-01,4.137898e-01,4.058651e-01,3.388339e-01
3.650000e-12,5.085951e-05,5.940243e-05,5.872979e-05,4.442270e-05,3.865774e-01,4.182911e-01,4.103169e-01,3.422152e-01
3.675000e-12,5.081280e-05,5.961569e-05,5.889647e-05,4.421423e-05,3.904386e-01,4.228106e-01,4.147835e-01,3.455815e-01
3.725000e-12,5.065560e-05,5.988395e-05,5.906409e-05,4.375066e-05,3.981465e-01,4.318882e-01,4.237442e-01,3.522635e-01
3.750000e-12,5.054782e-05,5.993971e-05,5.906617e-05,4.349967e-05,4.019900e-01,4.364383e-01,4.282299e-01,3.555772e-01
3.775000e-12,5.042250e-05,5.994410e-05,5.901491e-05,4.323866e-05,4.058246e-01,4.409907e-01,4.327138e-01,3.588714e-01
3.800000e-12,5.028113e-05,5.989802e-05,5.891145e-05,4.296974e-05,4.096492e-01,4.455416e-01,4.371919e-01,3.621456e-01
3.825000e-12,5.012522e-05,5.980259e-05,5.875713e-05,4.269498e-05,4.134625e-01,4.500871e-01,4.416601e-01,3.653991e-01
3.850000e-12,4.995633e-05,5.965912e-05,5.855350e-05,4.241645e-05,4.172635e-01,4.546235e-01,4.461148e-01,3.686317e-01
3.875000e-12,4.977604e-05,5.946908e-05,5.830231e-05,4.213619e-05,4.210513e-01,4.591473e-01,4.505523e-01,3.718431e-01
3.900000e-12,4.958592e-05,5.923416e-05,5.800549e-05,4.185621e-05,4.248250e-01,4.636550e-01,4.549690e-01,3.750333e-01
3.925000e-12,4.938756e-05,5.895619e-05,5.766514e-05,4.157845e-05,4.285841e-01,4.681432e-01,4.593615e-01,3.782023e-01
3.950000e-12,4.918254e-05,5.863717e-05,5.728353e-05,4.130480e-05,4.323278e-01,4.726088e-01,4.637266e-01,3.813504e-01
3.975000e-12,4.897242e-05,5.827925e-05,5.686309e-05,4.103708e-05,4.360558e-01,4.770487e-01,4.680614e-01,3.844780e-01
4.000000e-12,4.875875e-05,5.788469e-05,5.640637e-05,4.077704e-05,4.397677e-01,4.814601e-01,4.723628e-01,3.875856e-01
4.025000e-12,4.854306e-05,5.745593e-05,5.591606e-05,4.052634e-05,4.434633e-01,4.858403e-01,4.766283e-01,3.906738e-01
4.050000e-12,4.832682e-05,5.699547e-05,5.539497e-05,4.028655e-05,4.471426e-01,4.901867e-01,4.808555e-01,3.937434e-01
4.075000e-12,4.811148e-05,5.650596e-05,5.484600e-05,4.005912e-05,4.508054e-01,4.944971e-01,4.850421e-01,3.967952e-01
4.100000e-12,4.789845e-05,5.599009e-05,5.427214e-05,3.984544e-05,4.544521e-01,4.987694e-01,4.891861e-01,3.998304e-01
4.125000e-12,4.768906e-05,5.545068e-05,5.367646e-05,3.964676e-05,4.580827e-01,5.030016e-01,4.932857e-01,4.028499e-01
4.150000e-12,4.748462e-05,5.489059e-05,5.306208e-05,3.946423e-05,4.616977e-01,5.071921e-01,4.973394e-01,4.058550e-01
4.175000e-12,4.728635e-05,5.431273e-05,5.243218e-05,3.929886e-05,4.652973e-01,5.113395e-01,5.013460e-01,4.088469e-01
4.200000e-12,4.709541e-05,5.372006e-05,5.178995e-05,3.915158e-05,4.688822e-01,5.154424e-01,5.053042e-01,4.118269e-01
4.225000e-12,4.691290e-05,5.311557e-05,5.113864e-05,3.902316e-05,4.724530e-01,5.195000e-01,5.092134e-01,4.147964e-01
4.250000e-12,4.673985e-05,5.250225e-05,5.048145e-05,3.891428e-05,4.760102e-01,5.235113e-01,5.130730e-01,4.177570e-01
4.275000e-12,4.657720e-05,5.188311e-05,4.982161e-05,3.882547e-05,4.795548e-01,5.274759e-01,5.168826e-01,4.207101e-01
4.300000e-12,4.642583e-05,5.126115e-05,4.916232e-05,3.875715e-05,4.830874e-01,5.313934e-01,5.206421e-01,4.236572e-01
4.325000e-12,4.628652e-05,5.063934e-05,4.850674e-05,3.870962e-05,4.866090e-01,5.352638e-01,5.243518e-01,4.265999e-01
4.350000e-12,4.615999e-05,5.002062e-05,4.785797e-05,3.868305e-05,4.901205e-01,5.390870e-01,5.280120e-01,4.295398e-01
4.375000e-12,4.604686e-05,4.940789e-05,4.721907e-05,3.867750e-05,4.936229e-01,5.428636e-01,5.316234e-01,4.324784e-01
4.400000e-12,4.594769e-05,4.880399e-05,4.659301e-05,3.869290e-05,4.971173e-01,5.465940e-01,5.351867e-01,4.354175e-01
4.425000e-12,4.586294e-05,4.821169e-05,4.598268e-05,3.872909e-05,5.006047e-01,5.502790e-01,5.387032e-01,4.383585e-01
4.450000e-12,4.579300e-05,4.763369e-05,4.539089e-05,3.878578e-05,5.040862e-01,5.539196e-01,5.421740e-01,4.413031e-01
4.475000e-12,4.573818e-05,4.707259e-05,4.482032e-05,3.886258e-05,5.075630e-01,5.575170e-01,5.456008e-01,4.442527e-01
4.500000e-12,4.569870e-05,4.653093e-05,4.427353e-05,3.895902e-05,5.110362e-01,5.610726e-01,5.489851e-01,4.472088e-01
4.525000e-12,4.567471e-05,4.601109e-05,4.375299e-05,3.907451e-05,5.145070e-01,5.645879e-01,5.523290e-01,4.501730e-01
4.550000e-12,4.566628e-05,4.551538e-05,4.326100e-05,3.920838e-05,5.179766e-01,5.680646e-01,5.556345e-01,4.531467e-01
4.575000e-12,4.567342e-05,4.504597e-05,4.279973e-05,3.935989e-05,5.214461e-01,5.715048e-01,5.589037e-01,4.561312e-01
4.600000e-12,4.569606e-05,4.460491e-05,4.237120e-05,3.952820e-05,5.249168e-01,5.749104e-01,5.621393e-01,4.591278e-01
4.625000e-12,4.573406e-05,4.419410e-05,4.197727e-05,3.971244e-05,5.283897e-01,5.782837e-01,5.653436e-01,4.621378e-01
4.650000e-12,4.578721e-05,4.381532e-05,4.161964e-05,3.991163e-05,5.318662e-01,5.816270e-01,5.685194e-01,4.651624e-01
4.675000e-12,4.585527e-05,4.347018e-05,4.129985e-05,4.012478e-05,5.353472e-01,5.849429e-01,5.716696e-01,4.682026e-01
4.700000e-12,4.593790e-05,4.316015e-05,4.101924e-05,4.035083e-05,5.388339e-01,5.882339e-01,5.747969e-01,4.712594e-01
4.725000e-12,4.603475e-05,4.288655e-05,4.077901e-05,4.058867e-05,5.423275e-01,5.915028e-01,5.779045e-01,4.743339e-01
4.750000e-12,4.614537e-05,4.265055e-05,4.058016e-05,4.083719e-05,5.458289e-01,5.947523e-01,5.809954e-01,4.774268e-01
4.775000e-12,4.626932e-05,4.245312e-05,4.042352e-05,4.109522e-05,5.493392e-01,5.979854e-01,5.840729e-01,4.805389e-01
